country,country_code,year,maternal_mortality,skilled_birth_attendance,adolescent_fertility
Botswana,BWA,2007,201,94.6,62.988
Botswana,BWA,2006,204,99.3,64.772
Botswana,BWA,2005,166,94,65.443
Botswana,BWA,2004,151,97.3,66.054
Botswana,BWA,2003,142,96.1,67.841
Botswana,BWA,2002,140,96.5,69.499
Botswana,BWA,2001,138,92,71.463
Botswana,BWA,2000,136,98.5,73.683
Botswana,BWA,1996,130,87,82.896
Botswana,BWA,1988,319,77.4,115.965
Brazil,BRA,2020,85,98.4,47.46
Brazil,BRA,2019,65,98.4,50.958
Brazil,BRA,2018,62,98.8,54.287
Brazil,BRA,2017,61,98.7,56.558
Brazil,BRA,2016,64,98.6,58.372
Brazil,BRA,2015,63,98.2,61.779
Brazil,BRA,2014,63,98.4,63.365
Brazil,BRA,2013,61,98,63.947
Brazil,BRA,2012,60,99,64.285
Brazil,BRA,2011,62,99,64.773
Brazil,BRA,2010,66,98.9,65.474
Brazil,BRA,2009,69,98.9,67.334
Brazil,BRA,2008,71,98.8,69.141
Brazil,BRA,2007,73,98.6,71.698
Brazil,BRA,2006,72,97,73.845
Brazil,BRA,2005,71,98.6,75.968
Brazil,BRA,2004,70,98.6,76.9
Brazil,BRA,2003,67,98.4,78.025
Brazil,BRA,2002,66,98.5,81.131
Brazil,BRA,2001,66,98.3,84.155
Brazil,BRA,2000,69,98.6,85.611
Brazil,BRA,1999,75,98.6,87.003
Brazil,BRA,1998,84,98.6,87.982
Brazil,BRA,1997,92,98.6,87.791
Brazil,BRA,1996,98,87.3,87.328
Brazil,BRA,1991,128,69.5,87.862
Brunei Darussalam,BRN,2021,44,99.6,8.581
Brunei Darussalam,BRN,2020,39,99.7,8.847
Brunei Darussalam,BRN,2019,38,99.6,10.042
Brunei Darussalam,BRN,2018,39,99.8,10.29
Brunei Darussalam,BRN,2017,39,99.8,10.491
Brunei Darussalam,BRN,2016,39,100,11.062
Brunei Darussalam,BRN,2015,39,100,11.886
Brunei Darussalam,BRN,2014,40,99.9,12.55
Brunei Darussalam,BRN,2013,40,99.7,13.775
Brunei Darussalam,BRN,2012,40,99.8,14.838
Brunei Darussalam,BRN,2011,40,99.7,14.902
Brunei Darussalam,BRN,2010,40,99.8,15.228
Brunei Darussalam,BRN,2009,40,99.9,15.572
Brunei Darussalam,BRN,2008,40,99.7,15.882
Brunei Darussalam,BRN,2007,41,99.9,16.392
Brunei Darussalam,BRN,2006,42,99.7,16.471
Brunei Darussalam,BRN,2005,43,99.7,18.238
Brunei Darussalam,BRN,2004,44,99.6,20.324
Brunei Darussalam,BRN,2003,45,99.6,22.586
Brunei Darussalam,BRN,2002,46,99.6,25.011
Brunei Darussalam,BRN,2001,46,99.7,28.159
Brunei Darussalam,BRN,2000,48,99.2,30.526
Brunei Darussalam,BRN,1999,50,99.4,30.372
Brunei Darussalam,BRN,1998,51,99.3,30.184
Brunei Darussalam,BRN,1997,52,99.6,29.067
Brunei Darussalam,BRN,1996,54,98.9,29.472
Brunei Darussalam,BRN,1995,55,96.2,31.188
Brunei Darussalam,BRN,1994,58,98.2,33.025
Brunei Darussalam,BRN,1993,59,97.8,34.978
Brunei Darussalam,BRN,1992,62,98,37.007
Brunei Darussalam,BRN,1991,65,97.8,37.448
Bulgaria,BGR,2021,9,94.5,36.408
Bulgaria,BGR,2020,9,94.6,37.508
Bulgaria,BGR,2019,6,92.3,39.169
Bulgaria,BGR,2018,7,93,38.873
Bulgaria,BGR,2017,7,93.9,38.224
Bulgaria,BGR,2016,7,95.1,38.076
Bulgaria,BGR,2015,7,93.4,39.085
Bulgaria,BGR,2014,7,99.7,41.593
Bulgaria,BGR,2013,7,99.7,42.513
Bulgaria,BGR,2010,9,99.5,43.442
Bulgaria,BGR,2009,9,99.6,48.074
Bulgaria,BGR,2008,10,99.6,45.216
Bulgaria,BGR,2007,11,99.6,42.75
Bulgaria,BGR,2006,12,99.4,41.417
Bulgaria,BGR,2005,13,99.4,39.708
Bulgaria,BGR,2004,14,99.4,40.707
Bulgaria,BGR,2003,14,99.2,39.937
Bulgaria,BGR,2002,15,99.2,40.7
Bulgaria,BGR,2001,17,98.9,42.794
Bulgaria,BGR,2000,19,99.8,46.802
Bulgaria,BGR,1999,20,99,48.445
Bulgaria,BGR,1998,20,99.88003,44.749
Bulgaria,BGR,1997,23,99.9,44.823
Bulgaria,BGR,1996,22,99.9,50.933
Bulgaria,BGR,1995,23,98.9,52.819
Bulgaria,BGR,1994,25,99,59.611
Bulgaria,BGR,1993,23,99,64.821
Bulgaria,BGR,1992,25,99.8,66.762
Bulgaria,BGR,1991,25,99.5,68.166
Bulgaria,BGR,1990,27,99.1,69.971
Bulgaria,BGR,1989,25,99.3,73.514
Burkina Faso,BFA,2015,328,79.8,119.405
Burkina Faso,BFA,2010,404,65.9,127.42
Burkina Faso,BFA,2006,463,53.5,126.898
Burkina Faso,BFA,2003,495,37.8,128.673
Burkina Faso,BFA,1999,547,30.9,130.641
Burkina Faso,BFA,1993,677,41.4,127.968
Burundi,BDI,2021,447,76.5,54.826
Burundi,BDI,2020,441,87.4,55.673
Burundi,BDI,2019,449,98.6,56.534
Burundi,BDI,2018,464,86.2,57.37
Burundi,BDI,2017,482,79.1,58.504
Burundi,BDI,2016,501,77.6,60.404
Burundi,BDI,2012,575,78.4,72.048
Burundi,BDI,2010,614,60.3,77.842
Burundi,BDI,2005,685,31.8,81.046
Burundi,BDI,2000,860,25.2,81.877
Burundi,BDI,1987,1446,19.1,71.556
Cabo Verde,CPV,2018,43,97.3,50.97
Cabo Verde,CPV,2017,43,92.4,56.42
Cabo Verde,CPV,2016,44,92.6,58.61
Cabo Verde,CPV,2015,46,91.4,57.973
Cabo Verde,CPV,2014,48,95.6,60.347
Cabo Verde,CPV,2013,50,92.3,62.417
Cabo Verde,CPV,2011,55,98.7,71.771
Cabo Verde,CPV,2010,61,98.5,74.314
Cabo Verde,CPV,2009,62,75.6,71.789
Cabo Verde,CPV,2008,68,74.6,78.153
Cabo Verde,CPV,2007,73,74.4,81.632
Cabo Verde,CPV,2006,76,76.4,84.192
Cabo Verde,CPV,2005,75,77.5,87.164
Cabo Verde,CPV,1998,134,88.5,107.446
Cabo Verde,CPV,1995,196,54,111.414
Cambodia,KHM,2022,159,98.7,47.089
Cambodia,KHM,2014,172,89,54.465
Cambodia,KHM,2012,197,74,53.533
Cambodia,KHM,2011,214,71,50.152
Cambodia,KHM,2010,234,71,49.114
Cambodia,KHM,2006,303,43.8,46.624
Cambodia,KHM,2005,323,43.8,44.582
Cambodia,KHM,2004,344,16.3,45.903
Cambodia,KHM,2000,476,31.8,54.734
Cambodia,KHM,1998,557,34,54.096
Cambodia,KHM,1995,642,43.3,65.208
Cameroon,CMR,2018,354,69,117.067
Cameroon,CMR,2014,440,64.7,120.341
Cameroon,CMR,2011,541,56.1,129.067
Cameroon,CMR,2006,615,58.9,132.034
Cameroon,CMR,2004,633,58.9,134.967
Cameroon,CMR,2000,678,56,139.918
Cameroon,CMR,1998,666,55,139.721
Cameroon,CMR,1991,584,63.5,156.154
Canada,CAN,2020,17,98,5.805
Canada,CAN,2019,12,98,6.432
Canada,CAN,2018,13,98,7.006
Canada,CAN,2017,12,97.9,7.931
Canada,CAN,2016,12,97.8,8.695
Canada,CAN,2015,11,97.9,9.714
Canada,CAN,2014,12,97.9,10.693
Canada,CAN,2013,11,98,11.529
Canada,CAN,2012,11,98.1,12.318
Canada,CAN,2011,11,98.4,12.709
Canada,CAN,2010,11,98.5,13.551
Canada,CAN,2009,12,98.6,14.252
Canada,CAN,2008,12,98.7,14.251
Canada,CAN,2007,11,98.8,13.879
Canada,CAN,2006,11,100,13.379
Canada,CAN,2005,11,98.8,13.197
Canada,CAN,2004,10,99,13.712
Canada,CAN,2003,10,98.9,14.445
Canada,CAN,2002,10,99.3,15.097
Canada,CAN,2001,10,99.3,16.102
Canada,CAN,2000,9,99.3,17.085
Canada,CAN,1999,9,99.2,18.666
Canada,CAN,1998,9,99.3,19.66
Canada,CAN,1997,8,99.3,20.122
Canada,CAN,1996,9,99.2,22.092
Canada,CAN,1995,8,99.4,24.123
Canada,CAN,1994,8,99.3,25.035
Canada,CAN,1993,8,99.4,25.102
Canada,CAN,1992,8,99.6,25.688
Canada,CAN,1991,8,99.1,26.014
Canada,CAN,1987,7,100,22.392
Central African Republic,CAF,2019,1650,40.3,164.921
Central African Republic,CAF,2010,1230,40,169.171
Central African Republic,CAF,2009,1272,43.7,163.842
Central African Republic,CAF,2008,1234,43.7,159.743
Central African Republic,CAF,2006,1337,41.4,151.923
Central African Republic,CAF,2000,1490,31.7,141.498
Central African Republic,CAF,1995,1123,45.9,145.693
Chad,TCD,2019,958,47.2,143.291
Chad,TCD,2015,1176,24.3,162.09
Chad,TCD,2010,1284,16.6,184.306
Chad,TCD,2004,1167,14.4,189.976
Chad,TCD,2000,1208,13.7,193.527
Chad,TCD,1997,1146,12.2,193.822
Chile,CHL,2019,11,99.8,18.968
Chile,CHL,2018,11,99.8,23.705
Chile,CHL,2017,12,99.8,27.261
Chile,CHL,2016,13,99.7,33.658
Chile,CHL,2015,14,99.7,39.444
Chile,CHL,2014,16,99.8,44.06
Chile,CHL,2013,17,99.8,47.704
Chile,CHL,2012,18,99.8,50.417
Chile,CHL,2011,20,99.9,51.495
Chile,CHL,2010,22,99.8,52.793
Chile,CHL,2009,24,99.8,54.194
Chile,CHL,2008,24,99.8,54.78
Chile,CHL,2007,26,99.7,53.325
Chile,CHL,2006,27,99.8,51.682
Chile,CHL,2005,27,99.8,50.781
Chile,CHL,2004,28,99.8,50.063
Chile,CHL,2003,29,99.8,51.275
Chile,CHL,2002,30,99.8,55.022
Chile,CHL,2001,32,99.8,59.205
Chile,CHL,2000,33,99.8,61.242
Chile,CHL,1999,35,99.4,62.218
Chile,CHL,1998,36,99.6,64.171
Chile,CHL,1997,39,99.4,64.061
Chile,CHL,1996,41,99.6,64.061
Chile,CHL,1995,44,99.5,64.14
Chile,CHL,1994,47,99.5,63.19
Chile,CHL,1993,49,99,63.423
China,CHN,2016,25,99.9,10.747
China,CHN,2015,26,99.9,10.887
China,CHN,2014,28,99.9,12.049
China,CHN,2013,30,99.9,11.976
China,CHN,2012,32,99.8,12.534
China,CHN,2011,33,99.7,11.801
China,CHN,2010,34,99.6,12.158
China,CHN,2009,35,99.3,11.994
China,CHN,2008,38,99.1,11.026
China,CHN,2007,38,98.4,9.141
China,CHN,2006,40,97.8,8.5
China,CHN,2005,42,97.5,6.645
China,CHN,2004,45,97.3,5.638
China,CHN,2003,47,95.9,6.459
China,CHN,2002,50,96.7,6.122
China,CHN,2001,52,97.3,6.104
China,CHN,2000,56,96.6,6.444
China,CHN,1999,58,96.8,6.163
China,CHN,1997,63,93.8,6.427
China,CHN,1996,67,93.1,7.318
China,CHN,1995,71,89.3,8.652
China,CHN,1994,76,90.4,8.754
China,CHN,1993,80,83.6,13.469
China,CHN,1992,86,84.1,16.081
China,CHN,1991,92,93.7,18.812
China,CHN,1990,102,94,23.214
Colombia,COL,2019,66,98.8,64.278
Colombia,COL,2018,67,98.4,65.17
Colombia,COL,2017,68,99.3,65.985
Colombia,COL,2016,69,95.9,66.84
Colombia,COL,2015,70,99,69.785
Colombia,COL,2014,71,98.9,73.82
Colombia,COL,2013,72,98.7,77.499
Colombia,COL,2012,73,98.7,79.556
Colombia,COL,2011,75,99.2,79.439
Colombia,COL,2010,76,94.8,81.306
Colombia,COL,2009,77,98.6,84.007
Colombia,COL,2008,78,98.1,86.294
Colombia,COL,2007,80,97.8,87.382
Colombia,COL,2006,81,97.1,87.744
Colombia,COL,2005,82,90.7,88.124
Colombia,COL,2004,84,95.6,90.596
Colombia,COL,2003,87,95,92.662
Colombia,COL,2002,91,94.5,94.017
Colombia,COL,2001,94,93.1,94.082
Colombia,COL,2000,95,86.1,94.496
Colombia,COL,1999,96,92.1,94.471
Colombia,COL,1998,92,91.3,92.256
Colombia,COL,1995,91,84.5,91.891
Colombia,COL,1990,102,80.6,93.191
Colombia,COL,1986,123,71.1,85.222
Comoros,COM,2012,274,82.2,70.802
Comoros,COM,2000,476,61.8,92.011
Comoros,COM,1996,545,51.6,100.26
"Congo, Dem. Rep.",COD,2018,508,85.2,111.807
"Congo, Dem. Rep.",COD,2014,558,80.1,118.949
"Congo, Dem. Rep.",COD,2010,601,74.1,121.161
"Congo, Dem. Rep.",COD,2007,631,64.4,123.117
"Congo, Dem. Rep.",COD,2001,588,60.7,124.559
"Congo, Rep.",COG,2015,284,91.2,120.682
"Congo, Rep.",COG,2012,374,92.5,126.351
"Congo, Rep.",COG,2005,385,83.4,126.5
Costa Rica,CRI,2019,26,99,42.097
Costa Rica,CRI,2018,28,98.5,49.006
Costa Rica,CRI,2017,27,98.7,51.125
Costa Rica,CRI,2016,27,98.8,53.376
Costa Rica,CRI,2015,26,90,56.579
Costa Rica,CRI,2014,27,99.2,59.653
Costa Rica,CRI,2013,27,99,61.182
Costa Rica,CRI,2012,27,98.9,65.642
Costa Rica,CRI,2011,28,98.4,65.472
Costa Rica,CRI,2010,29,95.3,63.057
Costa Rica,CRI,2009,29,99.1,68.437
Costa Rica,CRI,2008,30,99.1,69.913
Costa Rica,CRI,2007,30,98.7,67.715
Costa Rica,CRI,2006,30,98.6,65.438
Costa Rica,CRI,2005,31,98.5,67.141
Costa Rica,CRI,2004,33,98.5,68.151
Costa Rica,CRI,2003,33,98.2,69.873
Costa Rica,CRI,2002,34,98.5,72.201
Costa Rica,CRI,2001,35,98,77.475
Costa Rica,CRI,2000,36,96.6,83.369
Costa Rica,CRI,1999,36,98.2,84.084
Costa Rica,CRI,1998,37,98,84.286
Costa Rica,CRI,1993,39,97,88.624
Costa Rica,CRI,1992,39,98,88.96
Costa Rica,CRI,1986,42,97,97.333
Cote d'Ivoire,CIV,2021,459,84,94.609
Cote d'Ivoire,CIV,2016,488,73.6,113.001
Cote d'Ivoire,CIV,2012,566,59.4,120.393
Cote d'Ivoire,CIV,2006,544,56.8,134.463
Cote d'Ivoire,CIV,2005,492,55.1,133.791
Cote d'Ivoire,CIV,2004,456,68,135.625
Cote d'Ivoire,CIV,2000,378,62.8,138.56
Cote d'Ivoire,CIV,1999,381,47.1,134.861
Cote d'Ivoire,CIV,1994,463,45.4,137.702
Croatia,HRV,2019,4,99.9,8.687
Croatia,HRV,2017,4,99.9,9.509
Croatia,HRV,2016,4,99.9,9.946
Croatia,HRV,2015,4,99.9,9.834
Croatia,HRV,2014,4,99.9,10.327
Croatia,HRV,2013,5,99.9,10.506
Croatia,HRV,2012,5,99.9,11.316
Croatia,HRV,2011,5,99.9,11.66
Croatia,HRV,2010,6,99.9,12.759
Croatia,HRV,2009,6,99.9,13.909
Croatia,HRV,2008,6,99.9,14.69
Croatia,HRV,2007,6,99.9,14.495
Croatia,HRV,2006,6,99.9,14.562
Croatia,HRV,2005,7,99.9,15.298
Croatia,HRV,2004,7,99.9,14.761
Croatia,HRV,2003,8,99.9,15.345
Croatia,HRV,2002,7,99.9,16.155
Croatia,HRV,2001,7,99.9,16.728
Croatia,HRV,2000,8,99.9,15.754
Croatia,HRV,1999,8,99.9,15.992
Croatia,HRV,1998,8,99.9,16.665
Croatia,HRV,1997,9,99.9,19.189
Croatia,HRV,1996,9,99.8,20.248
Croatia,HRV,1995,9,99.9,19.561
Croatia,HRV,1994,9,99.8,20.216
Croatia,HRV,1993,9,99.8,21.099
Croatia,HRV,1992,10,99.8,22.352
Croatia,HRV,1991,10,99.8,25.176
Croatia,HRV,1990,10,99.8,27.577
Croatia,HRV,1989,9,99.7,29.743
Cuba,CUB,2019,40,100,51.098
Cuba,CUB,2018,39,99.9,52.373
Cuba,CUB,2017,39,99.9,49.67
Cuba,CUB,2016,40,99.9,48.43
Cuba,CUB,2015,41,99.9,50.121
Cuba,CUB,2014,42,99.4,49.369
Cuba,CUB,2013,42,99.9,51.077
Cuba,CUB,2012,42,99.9,51.844
Cuba,CUB,2011,44,99.9,55.56
Cuba,CUB,2010,44,99.9,53.624
Cuba,CUB,2009,45,99.9,53.044
Cuba,CUB,2008,44,99.9,49.44
Cuba,CUB,2007,42,99.9,42.955
Cuba,CUB,2006,42,99.9,40.74
Cuba,CUB,2005,43,99.9,42.791
Cuba,CUB,2004,44,99.9,45.007
Cuba,CUB,2003,44,99.9,46.664
Cuba,CUB,2002,45,99.9,47.899
Cuba,CUB,2001,46,99.9,47.437
Cuba,CUB,2000,48,99.9,48.752
Cuba,CUB,1999,51,99.9,52.289
Cuba,CUB,1998,54,99.9,53.942
Cuba,CUB,1997,57,99.9,57.971
Cuba,CUB,1996,59,99.8,56.27
Cuba,CUB,1995,62,99.8,60.837
Cuba,CUB,1994,64,99.8,61.87
Cuba,CUB,1993,65,99.8,62.926
Cuba,CUB,1992,66,99.8,66.695
Cuba,CUB,1991,66,99.8,69.213
Cuba,CUB,1990,66,99.8,78.244
Cyprus,CYP,2019,13,99.3,6.974
Cyprus,CYP,2018,13,98.3,7.136
Cyprus,CYP,2017,12,96,6.619
Cyprus,CYP,2016,12,95.6,6.274
Cyprus,CYP,2015,11,97.1,5.492
Cyprus,CYP,2014,11,97.4,5.326
Cyprus,CYP,2013,10,99.9,5.346
Cyprus,CYP,2012,10,98.7,6.13
Cyprus,CYP,2011,10,98.3,5.894
Cyprus,CYP,2010,10,98.6,6.131
Cyprus,CYP,2009,10,98.3,6.067
Cyprus,CYP,2008,10,97.2,6.056
Cyprus,CYP,2007,10,98.3,5.599
Cyprus,CYP,2006,10,98.5,6.417
Cyprus,CYP,2005,10,99.3,6.807
Cyprus,CYP,2004,10,95.7,7.686
Cyprus,CYP,2003,10,99,7.251
Cyprus,CYP,2000,12,97.9,9.459
Cyprus,CYP,1999,12,100,8.312
Cyprus,CYP,1998,13,100,10.352
Cyprus,CYP,1997,13,100,7.495
Cyprus,CYP,1996,14,100,13.061
Cyprus,CYP,1995,14,100,16.375
Cyprus,CYP,1994,15,100,19.962
Cyprus,CYP,1993,15,100,24.014
Cyprus,CYP,1992,15,100,30.838
Cyprus,CYP,1991,15,100,31.077
Cyprus,CYP,1990,15,100,31.334
Czechia,CZE,2017,3,99.8,11.653
Czechia,CZE,2014,3,99.8,12.115
Czechia,CZE,2013,3,99.8,12.327
Czechia,CZE,2012,4,99.9,12.663
Czechia,CZE,2011,4,99.9,11.951
Czechia,CZE,2010,4,99.7,12.227
Czechia,CZE,2009,4,99.6,12.089
Czechia,CZE,2008,4,99.6,11.785
Czechia,CZE,2007,4,99.7,11.346
Czechia,CZE,2006,5,99.7,10.831
Czechia,CZE,2005,5,99.8,10.931
Czechia,CZE,2004,5,99.8,11.243
Czechia,CZE,2003,6,99.8,11.29
Czechia,CZE,2002,6,99.8,11.579
Czechia,CZE,2001,6,99.8,11.871
Czechia,CZE,2000,7,99.8,13.525
Czechia,CZE,1999,7,99.9,15.576
Czechia,CZE,1998,7,99.9,17.496
Czechia,CZE,1997,8,100,19.146
Czechia,CZE,1996,8,100,21.145
Czechia,CZE,1995,10,100,25.864
Czechia,CZE,1994,11,100,33.2
Czechia,CZE,1993,12,100,42.335
Czechia,CZE,1992,13,100,42.85
Czechia,CZE,1991,15,100,43.15
Czechia,CZE,1990,15,100,41.147
Czechia,CZE,1989,15,100,41.357
Denmark,DNK,2018,5,95.3,2.446
Denmark,DNK,2017,5,95.1,2.874
Denmark,DNK,2016,5,94.4,3.438
Denmark,DNK,2015,5,95.4,3.524
Denmark,DNK,2014,5,95.9,3.819
Denmark,DNK,2013,5,96.3,4.204
Denmark,DNK,2012,6,98.2,4.43
Denmark,DNK,2011,6,98.5,4.569
Denmark,DNK,2010,7,98.5,4.966
Denmark,DNK,2009,7,98.7,5.326
Denmark,DNK,2007,7,97.8,5.49
Denmark,DNK,2006,7,98.7,5.605
Denmark,DNK,2005,8,98.8,5.448
Denmark,DNK,2004,8,98.6,5.504
Denmark,DNK,2003,8,98.9,5.832
Denmark,DNK,2002,9,98.8,6.352
Denmark,DNK,2001,9,98.9,7.416
Denmark,DNK,2000,9,98.8,8.037
Denmark,DNK,1999,9,98.7,8.327
Denmark,DNK,1998,9,98.8,8.524
Denmark,DNK,1997,10,98.3,8.993
Denmark,DNK,1987,12,100,9.638
Djibouti,DJI,2012,221,87.4,22.839
Djibouti,DJI,2006,298,78.4,25.389
Djibouti,DJI,2003,391,60.6,29.251
Dominica,DMA,2020,47,100,35.903
Dominica,DMA,2019,41,100,36.168
Dominica,DMA,2018,43,100,36.069
Dominica,DMA,2017,44,100,36.456
Dominica,DMA,2016,48,100,37.496
Dominica,DMA,2015,63,100,39.68
Dominica,DMA,2014,53,100,41.661
Dominica,DMA,2013,50,100,43.28
Dominica,DMA,2012,51,100,44.269
Dominica,DMA,2011,49,100,44.648
Dominica,DMA,2010,50,100,44.883
Dominica,DMA,2009,50,100,45.475
Dominica,DMA,2008,53,100,46.676
Dominica,DMA,2007,53,94,48.117
Dominica,DMA,2005,54,99,47.769
Dominica,DMA,2004,54,100,49.983
Dominica,DMA,2003,55,100,50.916
Dominica,DMA,2002,56,100,51.808
Dominica,DMA,2001,58,100,55.906
Dominica,DMA,2000,61,100,55.622
Dominica,DMA,1999,64,99.9,60.748
Dominica,DMA,1998,64,95,58.572
Dominica,DMA,1995,73,100,68.622
Dominican Republic,DOM,2019,118,99.2,66.982
Dominican Republic,DOM,2018,107,99.7,72.619
Dominican Republic,DOM,2017,104,99.8,75.887
Dominican Republic,DOM,2016,106,99.8,78.64
Dominican Republic,DOM,2015,102,99.6,83.159
Dominican Republic,DOM,2014,95,98.6,85.739
Dominican Republic,DOM,2013,91,98.6,88.768
Dominican Republic,DOM,2012,89,98.8,93.549
Dominican Republic,DOM,2011,91,98.7,95.549
Dominican Republic,DOM,2010,92,97.8,95.31
Dominican Republic,DOM,2007,90,97.8,90.542
Dominican Republic,DOM,2006,87,95.5,91.131
Dominican Republic,DOM,2002,68,97.8,104.841
Dominican Republic,DOM,2000,76,97.6,111.981
Dominican Republic,DOM,1999,92,97.4,109.768
Dominican Republic,DOM,1996,138,95.3,112.396
Dominican Republic,DOM,1991,193,92.2,115.906
Dominican Republic,DOM,1986,241,89.8,104.779
Ecuador,ECU,2020,91,99.4,62.63
Ecuador,ECU,2019,62,97.2,67.976
Ecuador,ECU,2018,61,95.9,72.494
Ecuador,ECU,2017,62,95.6,73.879
Ecuador,ECU,2016,65,94.1,74.617
Ecuador,ECU,2015,64,94.2,79.356
Ecuador,ECU,2014,65,94.7,80.423
Ecuador,ECU,2013,68,93.3,83.498
Ecuador,ECU,2012,72,91.7,90.046
Ecuador,ECU,2011,77,89.7,92.354
Ecuador,ECU,2010,80,87.4,91.851
Ecuador,ECU,2009,82,85.6,93.461
Ecuador,ECU,2008,83,84,91.097
Ecuador,ECU,2007,86,82,88.859
Ecuador,ECU,2006,90,80.6,87.493
Ecuador,ECU,2005,94,78.5,86.51
Ecuador,ECU,2004,97,76.4,87.393
Ecuador,ECU,2003,102,75.1,88.906
Ecuador,ECU,2002,109,73.7,90.003
Ecuador,ECU,2001,116,71.4,90.25
Ecuador,ECU,2000,123,70.9,89.88
Ecuador,ECU,1999,128,99.1,89.53
Ecuador,ECU,1994,155,98.7,91.529
Ecuador,ECU,1987,131,61.3,90.841
"Egypt, Arab Rep.",EGY,2021,42,97.1,41.901
"Egypt, Arab Rep.",EGY,2014,26,91.5,57.09
"Egypt, Arab Rep.",EGY,2008,36,78.9,55.887
"Egypt, Arab Rep.",EGY,2005,41,74.2,52.885
"Egypt, Arab Rep.",EGY,2003,45,69.4,52.281
"Egypt, Arab Rep.",EGY,2000,53,60.9,55.974
"Egypt, Arab Rep.",EGY,1998,60,55.2,58.065
"Egypt, Arab Rep.",EGY,1997,64,56.4,59.951
"Egypt, Arab Rep.",EGY,1996,69,46.3,60.439
"Egypt, Arab Rep.",EGY,1995,75,46.2,62.302
"Egypt, Arab Rep.",EGY,1993,86,40.7,67.63
"Egypt, Arab Rep.",EGY,1992,93,40.7,71.799
"Egypt, Arab Rep.",EGY,1991,100,36.5,75.285
"Egypt, Arab Rep.",EGY,1988,121,34.6,90.164
El Salvador,SLV,2018,43,99.9,57.857
El Salvador,SLV,2017,44,99.9,61.093
El Salvador,SLV,2016,43,99.9,65.059
El Salvador,SLV,2015,43,99.9,69.315
El Salvador,SLV,2014,41,98,69.863
El Salvador,SLV,2013,39,99.8,70.592
El Salvador,SLV,2012,36,99.5,71.399
El Salvador,SLV,2011,35,99,71.791
El Salvador,SLV,2010,34,98,72.868
El Salvador,SLV,2009,35,97.5,74.71
El Salvador,SLV,2008,33,95.5,76.57
El Salvador,SLV,2007,33,93.1,79.6
El Salvador,SLV,2006,33,89.6,80.687
El Salvador,SLV,2005,34,87.2,82.503
El Salvador,SLV,2003,38,92.4,87.169
El Salvador,SLV,1998,61,90.4,113.217
El Salvador,SLV,1993,114,87.4,117.986
El Salvador,SLV,1988,173,90,124.275
El Salvador,SLV,1985,193,85.4,125.271
Equatorial Guinea,GNQ,2011,254,68.3,178.292
Equatorial Guinea,GNQ,2000,406,64.6,186.496
Equatorial Guinea,GNQ,1994,639,5,188.726
Eritrea,ERI,2010,498,34.1,75.573
Eritrea,ERI,2002,636,28.3,84.996
Eritrea,ERI,1996,878,20.6,102.993
Eritrea,ERI,1995,854,20.6,105.919
Estonia,EST,2020,6,99.6,7.255
Estonia,EST,2019,6,99.7,8.383
Estonia,EST,2018,5,99.6,9.298
Estonia,EST,2017,5,99.5,9.839
Estonia,EST,2016,7,99.7,10.938
Estonia,EST,2015,6,99.7,12.829
Estonia,EST,2014,7,99.7,15.418
Estonia,EST,2013,6,99.7,16.19
Estonia,EST,2012,8,99.8,16.359
Estonia,EST,2011,9,99.7,17.393
Estonia,EST,2010,8,99.8,19.627
Estonia,EST,2009,10,99.7,22.755
Estonia,EST,2008,11,99.7,25.144
Estonia,EST,2007,13,99.7,25.797
Estonia,EST,2006,13,99.7,23.541
Estonia,EST,2005,15,99.7,22.452
Estonia,EST,2004,15,99.8,22.398
Estonia,EST,2003,18,99.5,21.93
Estonia,EST,2002,22,99.6,23.182
Estonia,EST,2001,25,99.6,24.307
Estonia,EST,2000,27,99.6,26.023
Estonia,EST,1999,28,99.5,25.746
Estonia,EST,1998,32,99.5,26.731
Estonia,EST,1997,31,99.3,30.346
Estonia,EST,1996,36,99.4,34.789
Estonia,EST,1995,45,99.3,37.254
Estonia,EST,1994,60,99.1,39.941
Estonia,EST,1993,46,99.1,43.293
Estonia,EST,1992,40,98.9,49.76
Estonia,EST,1989,48,99,51.578
Eswatini,SWZ,2014,369,88.3,79.133
Eswatini,SWZ,2010,752,82,83.886
Eswatini,SWZ,2007,647,69,92.568
Eswatini,SWZ,2002,331,74,105.585
Eswatini,SWZ,2000,361,65.4,109.963
Eswatini,SWZ,1994,645,56,124.527
Ethiopia,ETH,2019,269,49.8,74.505
Ethiopia,ETH,2016,364,27.7,77.374
Ethiopia,ETH,2014,444,15.5,82.682
Ethiopia,ETH,2013,494,23.1,83.509
Ethiopia,ETH,2011,588,10,102.912
Ethiopia,ETH,2005,754,5.7,142.009
Ethiopia,ETH,2004,764,6.4,141.718
Ethiopia,ETH,2000,870,5.6,148.482
Ethiopia,ETH,1998,911,6.5,151.531
Fiji,FJI,2021,68,99.8,21.553
Fiji,FJI,2016,38,99.8,21.943
Fiji,FJI,2015,37,99.9,23.729
Fiji,FJI,2014,38,99.7,28.784
Fiji,FJI,2013,40,98.8,35.093
Fiji,FJI,2012,42,99.3,34.056
Fiji,FJI,2011,39,99.6,33.308
Fiji,FJI,2010,40,99.7,33.021
Fiji,FJI,2009,41,99.8,32.218
Fiji,FJI,2008,42,98.8,31.296
Fiji,FJI,2007,43,99,33.013
